,Tarih,Yil,Ay,Gun,ID,genel_renkli,genel_sb,dijital_islemler,toplam
13090,2026-03-26,2026,3,26,hbulut,4,1,0,5
13091,2026-03-26,2026,3,26,akapucu,6,0,0,6
13092,2026-03-26,2026,3,26,bfirat,13,0,0,13
13093,2026-03-26,2026,3,26,fgulsever,0,27,0,27
13094,2026-03-26,2026,3,26,hakdemir,5,0,0,5
13095,2026-03-26,2026,3,26,BSOGUT,175,0,0,175
13096,2026-03-26,2026,3,26,amasun,0,124,0,124
13097,2026-03-26,2026,3,26,aapak,0,18,0,18
13098,2026-03-26,2026,3,26,abarkod,0,19,0,19
13099,2026-03-26,2026,3,26,bkibar,0,8,0,8
13100,2026-03-26,2026,3,26,hakand,2,0,0,2
13101,2026-03-26,2026,3,26,aayhan,95,42,2,139
13102,2026-03-26,2026,3,26,mkofis,2,0,0,2
13103,2026-03-26,2026,3,26,MMUTLU,3,1,0,4
13104,2026-03-26,2026,3,26,fimetin,17,232,0,249
13105,2026-03-26,2026,3,26,tevirgen,2,8,6,16
13106,2026-03-26,2026,3,26,gayilmaz,2,2,0,4
13107,2026-03-26,2026,3,26,cer,0,2,0,2
13108,2026-03-26,2026,3,26,nbolkis,1,0,0,1
13109,2026-03-26,2026,3,26,TIRMAK,2,3,0,5
13110,2026-03-26,2026,3,26,ckarahasan,28,11,0,39
13111,2026-03-26,2026,3,26,caozturk,1,3,1,5
13112,2026-03-26,2026,3,26,ebalaban,60,0,0,60
13113,2026-03-26,2026,3,26,fozay,20,4,0,24
13114,2026-03-26,2026,3,26,gekim,0,89,0,89
13115,2026-03-26,2026,3,26,iunlu,54,1,0,55
13116,2026-03-26,2026,3,26,ubasdas,2,0,0,2
13117,2026-03-26,2026,3,26,ogungor,2,0,0,2
13118,2026-03-27,2026,3,27,udalyan,9,0,0,9
13119,2026-03-27,2026,3,27,mguder,2,0,0,2
13120,2026-03-27,2026,3,27,zyuksel,18,0,0,18
13121,2026-03-27,2026,3,27,ierdil,1,7,0,8
13122,2026-03-27,2026,3,27,stjegitim,7,0,12,19
13123,2026-03-27,2026,3,27,sutetik,24,11,0,35
13124,2026-03-27,2026,3,27,gbalvan,1,5,0,6
13125,2026-03-27,2026,3,27,hakdemir,13,4,0,17
13126,2026-03-27,2026,3,27,msevim,0,2,0,2
13127,2026-03-27,2026,3,27,mmollaoglu,14,0,0,14
13128,2026-03-27,2026,3,27,akocak,3,0,0,3
13129,2026-03-27,2026,3,27,dcolor,0,77,0,77
13130,2026-03-27,2026,3,27,gakca,2,0,0,2
13131,2026-03-27,2026,3,27,ddcozgu,2,0,0,2
13132,2026-03-27,2026,3,27,fozay,6,0,0,6
13133,2026-03-27,2026,3,27,mkarsiv,1,0,0,1
13134,2026-03-27,2026,3,27,ebalaban,88,3,0,91
13135,2026-03-27,2026,3,27,amasun,0,81,0,81
13136,2026-03-27,2026,3,27,akamera,0,4,0,4
13137,2026-03-27,2026,3,27,vgemici,0,1,0,1
13138,2026-03-27,2026,3,27,mkarabiyik,0,2,0,2
13139,2026-03-27,2026,3,27,mkofis,22,0,0,22
13140,2026-03-27,2026,3,27,MMUTLU,1,0,0,1
13141,2026-03-27,2026,3,27,obali,2,0,0,2
13142,2026-03-27,2026,3,27,tevirgen,1,4,0,5
13143,2026-03-27,2026,3,27,eulsever,0,4,0,4
13144,2026-03-27,2026,3,27,gayilmaz,5,0,0,5
13145,2026-03-27,2026,3,27,ogungor,4,0,0,4
13146,2026-03-27,2026,3,27,ckarahasan,10,0,0,10
13147,2026-03-27,2026,3,27,caozturk,102,4,0,106
13148,2026-03-27,2026,3,27,fimetin,157,61,0,218
13149,2026-03-28,2026,3,28,mkarsiv,3,0,0,3
13150,2026-03-28,2026,3,28,dcolor,0,67,0,67
13151,2026-03-28,2026,3,28,hakdemir,9,9,0,18
13152,2026-03-28,2026,3,28,ierdil,57,5,0,62
13153,2026-03-28,2026,3,28,ebalaban,15,17,0,32
13154,2026-03-28,2026,3,28,klaboratuar,0,4,0,4
13155,2026-03-28,2026,3,28,hktlideri,5,0,0,5
13156,2026-03-28,2026,3,28,asablon,13,0,0,13
13157,2026-03-28,2026,3,28,bsakrak,18,0,0,18
13158,2026-03-29,2026,3,29,sfirinci,4,0,0,4
13159,2026-03-29,2026,3,29,aapak,0,87,0,87
13160,2026-03-29,2026,3,29,fgulsever,0,30,0,30
13161,2026-03-29,2026,3,29,ierdil,2,5,0,7
13162,2026-03-29,2026,3,29,rkontrol,1,1,0,2
13163,2026-03-29,2026,3,29,fcolak,146,1,0,147
13164,2026-03-29,2026,3,29,hakdemir,2,2,0,4
13165,2026-03-29,2026,3,29,egonce,30,1,0,31
13166,2026-03-29,2026,3,29,uunver,44,0,0,44
13167,2026-03-29,2026,3,29,dcolor,0,53,0,53
13168,2026-03-29,2026,3,29,ekoksal,1,0,0,1
13169,2026-03-29,2026,3,29,bunver,12,0,0,12
13170,2026-03-29,2026,3,29,mkarsiv,6,0,0,6
13171,2026-03-29,2026,3,29,bsakrak,65,0,0,65
13172,2026-03-29,2026,3,29,iunlu,18,0,0,18
13173,2026-03-29,2026,3,29,ttlideri,10,0,0,10
13174,2026-03-29,2026,3,29,abarkod,0,21,0,21
13175,2026-03-29,2026,3,29,tcapkin,0,8,0,8
13176,2026-03-29,2026,3,29,nkorkmaz,2,2,0,4
13177,2026-03-29,2026,3,29,fbasak,1,0,0,1
13178,2026-03-29,2026,3,29,kesmeray,6,0,0,6
13179,2026-03-29,2026,3,29,nbolkis,2,2,0,4
13180,2026-03-29,2026,3,29,aayhan,8,0,8,16
13181,2026-03-29,2026,3,29,klaboratuar,0,14,0,14
13182,2026-03-29,2026,3,29,mkorucu,0,2,0,2
13183,2026-03-29,2026,3,29,dnoic,19,0,1,20
13184,2026-03-29,2026,3,29,ebalaban,82,2,0,84
13185,2026-03-29,2026,3,29,fbalaban,0,3,0,3
13186,2026-03-29,2026,3,29,TIRMAK,19,1,10,30
13187,2026-03-29,2026,3,29,gekim,0,113,0,113
13188,2026-03-30,2026,3,30,ierdil,3,5,0,8
13189,2026-03-30,2026,3,30,stjegitim,1,0,0,1
13190,2026-03-30,2026,3,30,nfirat,1,0,0,1
13191,2026-03-30,2026,3,30,cadonmez,2,0,0,2
13192,2026-03-30,2026,3,30,mecigdem,26,8,0,34
13193,2026-03-30,2026,3,30,gsapmaz,29,0,0,29
13194,2026-03-30,2026,3,30,fgulsever,2,90,0,92
13195,2026-03-30,2026,3,30,okelepe,1,0,0,1
13196,2026-03-30,2026,3,30,hakand,85,4,0,89
13197,2026-03-30,2026,3,30,eyuksel,12,3,0,15
13198,2026-03-30,2026,3,30,zyuksel,0,0,2,2
13199,2026-03-30,2026,3,30,mkarsiv,18,0,0,18
13200,2026-03-30,2026,3,30,dcolor,0,50,0,50
13201,2026-03-30,2026,3,30,hakdemir,40,10,0,50
13202,2026-03-30,2026,3,30,uunver,1,3,0,4
13203,2026-03-30,2026,3,30,mbayirli,20,0,0,20
13204,2026-03-30,2026,3,30,msevim,0,1,0,1
13205,2026-03-30,2026,3,30,SKARTOGLU,21,0,0,21
13206,2026-03-30,2026,3,30,gbalvan,0,8,0,8
13207,2026-03-30,2026,3,30,sutetik,1,0,0,1
13208,2026-03-30,2026,3,30,ersener,52,0,0,52
13209,2026-03-30,2026,3,30,akapucu,2,0,0,2
13210,2026-03-30,2026,3,30,bfirat,13,0,0,13
13211,2026-03-30,2026,3,30,VBAYANER,6,14,0,20
13212,2026-03-30,2026,3,30,egonce,13,0,0,13
13213,2026-03-30,2026,3,30,udalyan,3,5,1,9
13214,2026-03-30,2026,3,30,ogungor,2,0,0,2
13215,2026-03-30,2026,3,30,nakilli,1,0,0,1
13216,2026-03-30,2026,3,30,aapak,18,62,0,80
13217,2026-03-30,2026,3,30,akamera,36,87,0,123
13218,2026-03-30,2026,3,30,vgemici,2,0,0,2
13219,2026-03-30,2026,3,30,ntanriverdi,0,2,0,2
13220,2026-03-30,2026,3,30,nkorkmaz,0,0,17,17
13221,2026-03-30,2026,3,30,cer,0,5,0,5
13222,2026-03-30,2026,3,30,aayhan,1,4,0,5
13223,2026-03-30,2026,3,30,MMUTLU,10,3,0,13
13224,2026-03-30,2026,3,30,fimetin,25,72,0,97
13225,2026-03-30,2026,3,30,ggirgin,43,4,0,47
13226,2026-03-30,2026,3,30,ayyilmaz,1,0,0,1
13227,2026-03-30,2026,3,30,tevirgen,18,17,0,35
13228,2026-03-30,2026,3,30,obali,0,1,0,1
13229,2026-03-30,2026,3,30,amasun,0,36,0,36
13230,2026-03-30,2026,3,30,TIRMAK,66,26,3,95
13231,2026-03-30,2026,3,30,klaboratuar,0,3,0,3
13232,2026-03-30,2026,3,30,ckarahasan,5,8,0,13
13233,2026-03-30,2026,3,30,dnoic,3,0,0,3
13234,2026-03-30,2026,3,30,caozturk,36,6,0,42
13235,2026-03-30,2026,3,30,ebalaban,24,0,0,24
13236,2026-03-30,2026,3,30,scabuker,0,0,1,1
13237,2026-03-30,2026,3,30,gekim,0,144,0,144
13238,2026-03-30,2026,3,30,bsakrak,2,0,0,2
13239,2026-03-30,2026,3,30,gayilmaz,3,1,0,4
13240,2026-03-30,2026,3,30,gakca,10,2,0,12
13241,2026-03-31,2026,3,31,gsapmaz,1,0,0,1
13242,2026-03-31,2026,3,31,mguder,50,0,0,50
13243,2026-03-31,2026,3,31,ubasdas,5,0,0,5
13244,2026-03-31,2026,3,31,zyuksel,0,30,0,30
13245,2026-03-31,2026,3,31,fgulsever,0,33,0,33
13246,2026-03-31,2026,3,31,BSOGUT,0,3,0,3
13247,2026-03-31,2026,3,31,nakilli,0,1,0,1
13248,2026-03-31,2026,3,31,mecigdem,1,5,0,6
13249,2026-03-31,2026,3,31,udalyan,9,0,0,9
13250,2026-03-31,2026,3,31,aapak,0,19,0,19
13251,2026-03-31,2026,3,31,ierdil,4,5,0,9
13252,2026-03-31,2026,3,31,hakand,13,5,2,20
13253,2026-03-31,2026,3,31,aildeniz,0,6,0,6
13254,2026-03-31,2026,3,31,akapucu,4,0,0,4
13255,2026-03-31,2026,3,31,stjegitim,191,20,0,211
13256,2026-03-31,2026,3,31,cyildiz,1,0,0,1
13257,2026-03-31,2026,3,31,mkarsiv,3,0,0,3
13258,2026-03-31,2026,3,31,egonce,305,7,0,312
13259,2026-03-31,2026,3,31,hakdemir,1,0,0,1
13260,2026-03-31,2026,3,31,uunver,1,0,0,1
13261,2026-03-31,2026,3,31,eozkan,0,4,0,4
13262,2026-03-31,2026,3,31,gbalvan,0,2,0,2
13263,2026-03-31,2026,3,31,dcolor,0,76,0,76
13264,2026-03-31,2026,3,31,sutetik,12,4,0,16
13265,2026-03-31,2026,3,31,hbulut,16,5,0,21
13266,2026-03-31,2026,3,31,bfirat,9,0,0,9
13267,2026-03-31,2026,3,31,gakca,8,1,0,9
13268,2026-03-31,2026,3,31,rkontrol,2,0,0,2
13269,2026-03-31,2026,3,31,fyakut,20,1,0,21
13270,2026-03-31,2026,3,31,tevirgen,4,7,0,11
13271,2026-03-31,2026,3,31,gekim,0,48,0,48
13272,2026-03-31,2026,3,31,sfirinci,2,0,0,2
13273,2026-03-31,2026,3,31,akamera,0,8,0,8
13274,2026-03-31,2026,3,31,abarkod,0,44,0,44
13275,2026-03-31,2026,3,31,vgemici,7,17,0,24
13276,2026-03-31,2026,3,31,tcapkin,0,1,0,1
13277,2026-03-31,2026,3,31,hktlideri,3,0,0,3
13278,2026-03-31,2026,3,31,fbasak,25,0,0,25
13279,2026-03-31,2026,3,31,cer,2,0,0,2
13280,2026-03-31,2026,3,31,aayhan,7,20,0,27
13281,2026-03-31,2026,3,31,dyavuzkasap,42,1,0,43
13282,2026-03-31,2026,3,31,obali,3,3,0,6
13283,2026-03-31,2026,3,31,fimetin,5,140,0,145
13284,2026-03-31,2026,3,31,sucakir,2,0,0,2
13285,2026-03-31,2026,3,31,ogun,6,0,0,6
13286,2026-03-31,2026,3,31,ekaradavut,12,0,0,12
13287,2026-03-31,2026,3,31,aozbal,7,0,0,7
13288,2026-03-31,2026,3,31,ggirgin,36,2,0,38
13289,2026-03-31,2026,3,31,amasun,0,40,0,40
13290,2026-03-31,2026,3,31,ebalaban,21,0,0,21
13291,2026-03-31,2026,3,31,caozturk,8,11,0,19
13292,2026-03-31,2026,3,31,dnoic,43,6,0,49
13293,2026-03-31,2026,3,31,fozay,19,0,0,19
13294,2026-03-31,2026,3,31,mkorucu,2,0,0,2
13295,2026-03-31,2026,3,31,TIRMAK,12,11,0,23
13296,2026-03-31,2026,3,31,ogungor,2,7,0,9
13297,2026-03-31,2026,3,31,mertan,1,0,0,1
13298,2026-03-31,2026,3,31,ckarahasan,9,17,0,26
13299,2026-04-01,2026,4,1,mguray,1,0,0,1
13300,2026-04-01,2026,4,1,ierdil,5,5,0,10
13301,2026-04-01,2026,4,1,zyuksel,0,3,0,3
13302,2026-04-01,2026,4,1,mguder,6,0,0,6
13303,2026-04-01,2026,4,1,baozturk,0,3,0,3
13304,2026-04-01,2026,4,1,mecigdem,0,2,0,2
13305,2026-04-01,2026,4,1,hakand,5,0,0,5
13306,2026-04-01,2026,4,1,udalyan,0,0,1,1
13307,2026-04-01,2026,4,1,aapak,0,81,0,81
13308,2026-04-01,2026,4,1,gakca,6,0,0,6
13309,2026-04-01,2026,4,1,bmetiner,11,0,0,11
13310,2026-04-01,2026,4,1,fgulsever,0,24,0,24
13311,2026-04-01,2026,4,1,stjegitim,2,0,0,2
13312,2026-04-01,2026,4,1,hbulut,71,0,0,71
13313,2026-04-01,2026,4,1,fcolak,15,0,0,15
13314,2026-04-01,2026,4,1,mkarsiv,6,0,0,6
13315,2026-04-01,2026,4,1,ddcozgu,16,0,0,16
13316,2026-04-01,2026,4,1,egonce,58,14,0,72
13317,2026-04-01,2026,4,1,hakdemir,0,1,0,1
13318,2026-04-01,2026,4,1,msevim,2,1,0,3
13319,2026-04-01,2026,4,1,hbinay,26,0,0,26
13320,2026-04-01,2026,4,1,mmollaoglu,2,0,0,2
13321,2026-04-01,2026,4,1,gbalvan,0,2,0,2
13322,2026-04-01,2026,4,1,dcolor,0,63,0,63
13323,2026-04-01,2026,4,1,sutetik,8,2,0,10
13324,2026-04-01,2026,4,1,ersener,3,0,0,3
13325,2026-04-01,2026,4,1,fyakut,1,0,0,1
13326,2026-04-01,2026,4,1,bfirat,8,0,0,8
13327,2026-04-01,2026,4,1,cyildiz,2,0,0,2
13328,2026-04-01,2026,4,1,sfirinci,1,0,0,1
13329,2026-04-01,2026,4,1,amasun,0,48,0,48
13330,2026-04-01,2026,4,1,eanli,0,2,0,2
13331,2026-04-01,2026,4,1,akamera,2,11,0,13
13332,2026-04-01,2026,4,1,abarkod,0,2,0,2
13333,2026-04-01,2026,4,1,gekim,0,27,0,27
13334,2026-04-01,2026,4,1,ttlideri,21,0,0,21
13335,2026-04-01,2026,4,1,ntanriverdi,0,1,0,1
13336,2026-04-01,2026,4,1,bkibar,1,2,0,3
13337,2026-04-01,2026,4,1,asablon,12,0,0,12
13338,2026-04-01,2026,4,1,fbasak,2,0,0,2
13339,2026-04-01,2026,4,1,cer,20,0,0,20
13340,2026-04-01,2026,4,1,aayhan,11,25,0,36
13341,2026-04-01,2026,4,1,mkarabiyik,0,6,0,6
13342,2026-04-01,2026,4,1,mkofis,1,0,0,1
13343,2026-04-01,2026,4,1,obali,5,6,3,14
13344,2026-04-01,2026,4,1,edemirbas,0,0,2,2
13345,2026-04-01,2026,4,1,fimetin,18,10,0,28
13346,2026-04-01,2026,4,1,MMUTLU,1,0,0,1
13347,2026-04-01,2026,4,1,fozay,15,5,0,20
13348,2026-04-01,2026,4,1,dnoic,10,0,1,11
13349,2026-04-01,2026,4,1,ckarahasan,1,0,0,1
13350,2026-04-01,2026,4,1,mkorucu,1,0,0,1
13351,2026-04-01,2026,4,1,TIRMAK,0,4,0,4
13352,2026-04-01,2026,4,1,ebalaban,15,0,0,15
13353,2026-04-01,2026,4,1,gayilmaz,0,2,0,2
13354,2026-04-01,2026,4,1,tevirgen,4,5,17,26
13355,2026-04-01,2026,4,1,ayyilmaz,5,0,0,5
13356,2026-04-01,2026,4,1,ggirgin,19,14,0,33
13357,2026-04-01,2026,4,1,gkenarli,5,0,0,5
13358,2026-04-01,2026,4,1,ogungor,19,4,0,23
13359,2026-04-02,2026,4,2,bmetiner,11,0,0,11
13360,2026-04-02,2026,4,2,udalyan,3,15,0,18
13361,2026-04-02,2026,4,2,mecigdem,0,2,0,2
13362,2026-04-02,2026,4,2,hakand,2,3,0,5
13363,2026-04-02,2026,4,2,fgulsever,0,62,0,62
13364,2026-04-02,2026,4,2,gsapmaz,14,0,0,14
13365,2026-04-02,2026,4,2,zyuksel,121,0,0,121
13366,2026-04-02,2026,4,2,ierdil,3,7,0,10
13367,2026-04-02,2026,4,2,mguray,1,0,0,1
13368,2026-04-02,2026,4,2,bbugdayci,0,8,0,8
13369,2026-04-02,2026,4,2,dcolor,0,62,0,62
13370,2026-04-02,2026,4,2,mkarsiv,5,0,0,5
13371,2026-04-02,2026,4,2,ddcozgu,1,0,0,1
13372,2026-04-02,2026,4,2,egonce,46,1,0,47
13373,2026-04-02,2026,4,2,hakdemir,0,2,0,2
13374,2026-04-02,2026,4,2,msevim,0,1,0,1
13375,2026-04-02,2026,4,2,sutetik,25,0,0,25
13376,2026-04-02,2026,4,2,hbulut,2,1,0,3
13377,2026-04-02,2026,4,2,bfirat,5,0,0,5
13378,2026-04-02,2026,4,2,aapak,0,45,0,45
13379,2026-04-02,2026,4,2,fcolak,1,0,0,1
13380,2026-04-02,2026,4,2,gakca,5,0,0,5
13381,2026-04-02,2026,4,2,gbalvan,0,1,0,1
13382,2026-04-02,2026,4,2,gekim,0,45,0,45
13383,2026-04-02,2026,4,2,akamera,0,4,0,4
13384,2026-04-02,2026,4,2,abarkod,0,8,0,8
13385,2026-04-02,2026,4,2,bkibar,0,2,0,2
13386,2026-04-02,2026,4,2,sfirinci,2,1,0,3
13387,2026-04-02,2026,4,2,asablon,1,0,0,1
13388,2026-04-02,2026,4,2,tyaman,8,0,0,8
13389,2026-04-02,2026,4,2,fbasak,2,0,0,2
13390,2026-04-02,2026,4,2,aayhan,7,1,2,10
13391,2026-04-02,2026,4,2,obali,5,1,1,7
13392,2026-04-02,2026,4,2,MMUTLU,5,0,0,5
13393,2026-04-02,2026,4,2,ntanriverdi,0,1,0,1
13394,2026-04-02,2026,4,2,ggirgin,9,3,6,18
13395,2026-04-02,2026,4,2,fimetin,8,10,0,18
13396,2026-04-02,2026,4,2,amasun,1,19,0,20
13397,2026-04-02,2026,4,2,caozturk,1,0,0,1
13398,2026-04-02,2026,4,2,dnoic,13,0,0,13
13399,2026-04-02,2026,4,2,ebalaban,27,0,0,27
13400,2026-04-02,2026,4,2,oicoz,1,1,0,2
13401,2026-04-02,2026,4,2,okanat,1,0,0,1
13402,2026-04-02,2026,4,2,ogungor,4,0,0,4
13403,2026-04-02,2026,4,2,ayyilmaz,1,1,0,2
13404,2026-04-02,2026,4,2,ckarahasan,1,4,0,5
13405,2026-04-03,2026,4,3,bsakrak,63,0,0,63
13406,2026-04-03,2026,4,3,zyuksel,109,0,2,111
13407,2026-04-03,2026,4,3,udalyan,4,2,0,6
13408,2026-04-03,2026,4,3,mecigdem,4,1,0,5
13409,2026-04-03,2026,4,3,hakand,4,0,0,4
13410,2026-04-03,2026,4,3,baozturk,5,0,0,5
13411,2026-04-03,2026,4,3,carican,6,0,0,6
13412,2026-04-03,2026,4,3,ierdil,4,7,0,11
13413,2026-04-03,2026,4,3,msevim,6,5,0,11
13414,2026-04-03,2026,4,3,stjegitim,57,0,107,164
13415,2026-04-03,2026,4,3,mkarsiv,2,0,0,2
13416,2026-04-03,2026,4,3,sosayan,2,0,0,2
13417,2026-04-03,2026,4,3,hakdemir,91,2,0,93
13418,2026-04-03,2026,4,3,mmollaoglu,0,1,0,1
13419,2026-04-03,2026,4,3,dcolor,0,76,0,76
13420,2026-04-03,2026,4,3,sutetik,9,2,0,11
13421,2026-04-03,2026,4,3,aozbal,7,3,0,10
13422,2026-04-03,2026,4,3,bmetiner,3,0,0,3
13423,2026-04-03,2026,4,3,fozay,16,6,0,22
13424,2026-04-03,2026,4,3,klaboratuar,2,0,0,2
13425,2026-04-03,2026,4,3,ebalaban,28,0,0,28
13426,2026-04-03,2026,4,3,akamera,0,3,0,3
13427,2026-04-03,2026,4,3,amasun,2,35,0,37
13428,2026-04-03,2026,4,3,ntanriverdi,0,6,0,6
13429,2026-04-03,2026,4,3,bkibar,2,0,0,2
13430,2026-04-03,2026,4,3,aerden,0,0,1,1
13431,2026-04-03,2026,4,3,mkarabiyik,2,0,0,2
13432,2026-04-03,2026,4,3,obali,1,0,12,13
13433,2026-04-03,2026,4,3,fimetin,10,48,0,58
13434,2026-04-03,2026,4,3,bsamuk,7,0,0,7
13435,2026-04-03,2026,4,3,vgemici,1,0,0,1
13436,2026-04-03,2026,4,3,ekaradavut,10,0,0,10
13437,2026-04-03,2026,4,3,mertan,1,1,0,2
13438,2026-04-03,2026,4,3,tevirgen,0,14,10,24
13439,2026-04-03,2026,4,3,gayilmaz,7,4,0,11
13440,2026-04-03,2026,4,3,ogungor,17,5,0,22
13441,2026-04-03,2026,4,3,ckarahasan,7,7,0,14
13442,2026-04-03,2026,4,3,rbozkaya,8,0,0,8
13443,2026-04-03,2026,4,3,ggirgin,11,0,0,11
13444,2026-04-04,2026,4,4,dcolor,0,43,0,43
13445,2026-04-04,2026,4,4,hakdemir,13,0,0,13
13446,2026-04-04,2026,4,4,mkarsiv,3,6,0,9
13447,2026-04-04,2026,4,4,mecigdem,0,2,0,2
13448,2026-04-04,2026,4,4,tyaman,1,0,0,1
13449,2026-04-04,2026,4,4,ttlideri,0,3,0,3
13450,2026-04-04,2026,4,4,ogungor,22,0,0,22
13451,2026-04-05,2026,4,5,okelepe,0,1,0,1
13452,2026-04-05,2026,4,5,dcolor,0,5,0,5
13453,2026-04-05,2026,4,5,egonce,13,0,0,13
13454,2026-04-05,2026,4,5,fcolak,1,2,0,3
13455,2026-04-05,2026,4,5,bbugdayci,0,2,0,2
13456,2026-04-05,2026,4,5,kbtlideri,19,0,0,19
13457,2026-04-05,2026,4,5,ierdil,2,107,0,109
13458,2026-04-05,2026,4,5,fgulsever,8,44,0,52
13459,2026-04-05,2026,4,5,BSOGUT,1,0,0,1
13460,2026-04-05,2026,4,5,ekaragoz,1,0,1,2
13461,2026-04-05,2026,4,5,sfirinci,10,0,0,10
13462,2026-04-05,2026,4,5,gekim,0,101,0,101
13463,2026-04-05,2026,4,5,SUYILMAZ,2,0,0,2
13464,2026-04-05,2026,4,5,dnoic,16,1,0,17
13465,2026-04-05,2026,4,5,fbasak,4,0,0,4
13466,2026-04-05,2026,4,5,tcapkin,0,17,0,17
13467,2026-04-05,2026,4,5,abarkod,0,23,0,23
13468,2026-04-05,2026,4,5,ESERT,0,1,0,1
13469,2026-04-06,2026,4,6,hakand,28,1,0,29
13470,2026-04-06,2026,4,6,fgulsever,0,114,0,114
13471,2026-04-06,2026,4,6,ierdil,1,5,0,6
13472,2026-04-06,2026,4,6,stjegitim,0,6,0,6
13473,2026-04-06,2026,4,6,fcolak,7,0,0,7
13474,2026-04-06,2026,4,6,mkarsiv,1,0,0,1
13475,2026-04-06,2026,4,6,hakdemir,25,8,0,33
13476,2026-04-06,2026,4,6,dcolor,0,40,0,40
13477,2026-04-06,2026,4,6,hbinay,14,16,0,30
13478,2026-04-06,2026,4,6,udalyan,0,3,3,6
13479,2026-04-06,2026,4,6,sutetik,19,0,0,19
13480,2026-04-06,2026,4,6,hbulut,3,1,0,4
13481,2026-04-06,2026,4,6,bfirat,20,0,0,20
13482,2026-04-06,2026,4,6,VBAYANER,0,12,0,12
13483,2026-04-06,2026,4,6,bunver,1,0,0,1
13484,2026-04-06,2026,4,6,msevim,0,3,0,3
13485,2026-04-06,2026,4,6,sfirinci,5,6,0,11
13486,2026-04-06,2026,4,6,egonce,139,2,0,141
13487,2026-04-06,2026,4,6,scabuker,0,0,1,1
13488,2026-04-06,2026,4,6,gekim,0,82,0,82
13489,2026-04-06,2026,4,6,akamera,0,6,0,6
13490,2026-04-06,2026,4,6,abarkod,0,7,0,7
13491,2026-04-06,2026,4,6,fbasak,0,1,0,1
13492,2026-04-06,2026,4,6,obali,10,0,0,10
13493,2026-04-06,2026,4,6,MMUTLU,358,0,0,358
13494,2026-04-06,2026,4,6,fimetin,29,68,0,97
13495,2026-04-06,2026,4,6,ntanriverdi,0,146,0,146
13496,2026-04-06,2026,4,6,mertan,7,0,0,7
13497,2026-04-06,2026,4,6,tevirgen,25,9,0,34
13498,2026-04-06,2026,4,6,ogungor,1,1,0,2
13499,2026-04-06,2026,4,6,ckarahasan,3,4,0,7
13500,2026-04-06,2026,4,6,caozturk,5,3,0,8
13501,2026-04-06,2026,4,6,ebalaban,32,0,0,32
13502,2026-04-06,2026,4,6,ggirgin,114,1,0,115
13503,2026-04-06,2026,4,6,amasun,0,16,0,16
13504,2026-04-07,2026,4,7,bmetiner,7,3,0,10
13505,2026-04-07,2026,4,7,rkontrol,4,0,0,4
13506,2026-04-07,2026,4,7,ebadem,0,1,0,1
13507,2026-04-07,2026,4,7,ierdil,0,6,0,6
13508,2026-04-07,2026,4,7,bfirat,17,0,0,17
13509,2026-04-07,2026,4,7,BSOGUT,0,2,0,2
13510,2026-04-07,2026,4,7,hakand,2,1,0,3
13511,2026-04-07,2026,4,7,udalyan,20,8,60,88
13512,2026-04-07,2026,4,7,stjegitim,0,1,0,1
13513,2026-04-07,2026,4,7,fgulsever,0,88,0,88
13514,2026-04-07,2026,4,7,fcolak,12,0,0,12
13515,2026-04-07,2026,4,7,eozkan,1,0,0,1
13516,2026-04-07,2026,4,7,ddcozgu,1,0,0,1
13517,2026-04-07,2026,4,7,egonce,58,28,0,86
13518,2026-04-07,2026,4,7,hakdemir,16,21,0,37
13519,2026-04-07,2026,4,7,uunver,1,0,0,1
13520,2026-04-07,2026,4,7,hbinay,8,0,0,8
13521,2026-04-07,2026,4,7,mmollaoglu,0,1,0,1
13522,2026-04-07,2026,4,7,BDEMIRAL,1,0,0,1
13523,2026-04-07,2026,4,7,gbalvan,0,2,0,2
13524,2026-04-07,2026,4,7,dcolor,0,58,0,58
13525,2026-04-07,2026,4,7,sutetik,12,0,0,12
13526,2026-04-07,2026,4,7,gakca,2,0,0,2
13527,2026-04-07,2026,4,7,mkarsiv,2,0,0,2
13528,2026-04-07,2026,4,7,sfirinci,1,0,0,1
13529,2026-04-07,2026,4,7,amasun,1,19,0,20
13530,2026-04-07,2026,4,7,gbakanoglu,2,0,0,2
13531,2026-04-07,2026,4,7,gekim,0,44,0,44
13532,2026-04-07,2026,4,7,abarkod,0,33,0,33
13533,2026-04-07,2026,4,7,vgemici,1,0,0,1
13534,2026-04-07,2026,4,7,bkibar,1,1,0,2
13535,2026-04-07,2026,4,7,cer,2,2,0,4
13536,2026-04-07,2026,4,7,ogun,0,1,0,1
13537,2026-04-07,2026,4,7,aayhan,61,52,8,121
13538,2026-04-07,2026,4,7,mkarabiyik,0,1,0,1
13539,2026-04-07,2026,4,7,obali,1,1,0,2
13540,2026-04-07,2026,4,7,MMUTLU,35,2,0,37
13541,2026-04-07,2026,4,7,fimetin,69,48,0,117
13542,2026-04-07,2026,4,7,akamera,4,0,0,4
13543,2026-04-07,2026,4,7,eulsever,0,8,0,8
13544,2026-04-07,2026,4,7,gayilmaz,2,0,0,2
13545,2026-04-07,2026,4,7,ogungor,10,0,0,10
13546,2026-04-07,2026,4,7,mkorucu,0,10,0,10
13547,2026-04-07,2026,4,7,ckarahasan,6,10,0,16
