,ID,toplam,Tarih,Donem,genel_renkli,genel_sb,dijital_islemler
9215,ddtlideri,14,2025-12-08,2025-12,13,1,0
9216,tevirgen,39,2025-12-08,2025-12,13,5,21
9217,gekim,38,2025-12-08,2025-12,0,38,0
9218,eanli,2,2025-12-08,2025-12,2,0,0
9219,ekaragoz,2,2025-12-08,2025-12,2,0,0
9220,ebalaban,8,2025-12-08,2025-12,8,0,0
9221,dnoic,28,2025-12-08,2025-12,26,1,1
9222,iunlu,8,2025-12-08,2025-12,8,0,0
9223,oicoz,1,2025-12-08,2025-12,1,0,0
9224,okanat,1,2025-12-08,2025-12,1,0,0
9225,ogungor,4,2025-12-08,2025-12,4,0,0
9226,gayilmaz,4,2025-12-08,2025-12,4,0,0
9227,gcevik,13,2025-12-08,2025-12,13,0,0
9228,otanriverdi,36,2025-12-09,2025-12,36,0,0
9229,mguray,4,2025-12-09,2025-12,4,0,0
9230,ierdil,8,2025-12-09,2025-12,3,5,0
9231,mguder,17,2025-12-09,2025-12,9,8,0
9232,fgulsever,5,2025-12-09,2025-12,0,5,0
9233,mecigdem,2,2025-12-09,2025-12,0,2,0
9234,hakand,7,2025-12-09,2025-12,2,5,0
9235,udalyan,7,2025-12-09,2025-12,1,6,0
9236,dayakta,27,2025-12-09,2025-12,27,0,0
9237,gakca,3,2025-12-09,2025-12,0,3,0
9238,okelepe,9,2025-12-09,2025-12,2,7,0
9239,aildeniz,6,2025-12-09,2025-12,6,0,0
9240,bunver,5,2025-12-09,2025-12,0,5,0
9241,mkarsiv,1,2025-12-09,2025-12,1,0,0
9242,egonce,34,2025-12-09,2025-12,26,8,0
9243,hakdemir,3,2025-12-09,2025-12,1,2,0
9244,msevim,13,2025-12-09,2025-12,12,1,0
9245,eozkan,1,2025-12-09,2025-12,0,1,0
9246,gbalvan,6,2025-12-09,2025-12,0,6,0
9247,dcolor,90,2025-12-09,2025-12,0,90,0
9248,ekoksal,36,2025-12-09,2025-12,0,36,0
9249,sutetik,12,2025-12-09,2025-12,0,12,0
9250,hbulut,22,2025-12-09,2025-12,18,4,0
9251,bfirat,30,2025-12-09,2025-12,27,3,0
9252,VBAYANER,39,2025-12-09,2025-12,39,0,0
9253,rkontrol,1,2025-12-09,2025-12,1,0,0
9254,fyakut,4,2025-12-09,2025-12,4,0,0
9255,zkurt,2,2025-12-09,2025-12,2,0,0
9256,gekim,61,2025-12-09,2025-12,0,61,0
9257,saskin,3,2025-12-09,2025-12,3,0,0
9258,abarkod,3,2025-12-09,2025-12,0,3,0
9259,edemirbas,40,2025-12-09,2025-12,40,0,0
9260,vgemici,3,2025-12-09,2025-12,2,1,0
9261,tcapkin,3,2025-12-09,2025-12,0,3,0
9262,ntanriverdi,4,2025-12-09,2025-12,0,4,0
9263,cer,3,2025-12-09,2025-12,3,0,0
9264,aayhan,215,2025-12-09,2025-12,27,114,74
9265,mkarabiyik,1,2025-12-09,2025-12,0,1,0
9266,mkofis,6,2025-12-09,2025-12,3,3,0
9267,fimetin,56,2025-12-09,2025-12,46,10,0
9268,ggirgin,15,2025-12-09,2025-12,12,3,0
9269,akamera,5,2025-12-09,2025-12,0,5,0
9270,mertan,31,2025-12-09,2025-12,31,0,0
9271,ekaradavut,2,2025-12-09,2025-12,1,1,0
9272,ebalaban,9,2025-12-09,2025-12,9,0,0
9273,caozturk,10,2025-12-09,2025-12,10,0,0
9274,dnoic,31,2025-12-09,2025-12,2,28,1
9275,klaboratuar,4,2025-12-09,2025-12,1,3,0
9276,amasun,28,2025-12-09,2025-12,0,28,0
9277,gayilmaz,3,2025-12-09,2025-12,3,0,0
9278,ddtlideri,13,2025-12-09,2025-12,10,3,0
9279,eulsever,1,2025-12-09,2025-12,0,1,0
9280,tevirgen,55,2025-12-09,2025-12,5,38,12
9281,ayyilmaz,2,2025-12-09,2025-12,2,0,0
9282,ogungor,3,2025-12-09,2025-12,2,1,0
9283,ierdil,5,2025-12-10,2025-12,0,5,0
9284,pstjbmetiner,2,2025-12-10,2025-12,2,0,0
9285,zyuksel,25,2025-12-10,2025-12,25,0,0
9286,mguder,2,2025-12-10,2025-12,2,0,0
9287,BSOGUT,5,2025-12-10,2025-12,0,0,5
9288,hakand,4,2025-12-10,2025-12,2,2,0
9289,udalyan,3,2025-12-10,2025-12,3,0,0
9290,ubasdas,5,2025-12-10,2025-12,1,4,0
9291,stjegitim,210,2025-12-10,2025-12,70,140,0
9292,fgulsever,120,2025-12-10,2025-12,0,120,0
9293,fcolak,4,2025-12-10,2025-12,0,4,0
9294,gbalvan,13,2025-12-10,2025-12,1,12,0
9295,egonce,34,2025-12-10,2025-12,18,16,0
9296,hakdemir,1,2025-12-10,2025-12,0,1,0
9297,msevim,31,2025-12-10,2025-12,28,3,0
9298,eozkan,3,2025-12-10,2025-12,3,0,0
9299,dcolor,97,2025-12-10,2025-12,0,97,0
9300,sutetik,8,2025-12-10,2025-12,0,8,0
9301,hbulut,5,2025-12-10,2025-12,3,2,0
9302,bfirat,3,2025-12-10,2025-12,3,0,0
9303,bunver,18,2025-12-10,2025-12,8,10,0
9304,gakca,7,2025-12-10,2025-12,2,5,0
9305,mkarsiv,4,2025-12-10,2025-12,4,0,0
9306,fyakut,29,2025-12-10,2025-12,3,26,0
9307,gsapmaz,25,2025-12-10,2025-12,25,0,0
9308,SUYILMAZ,12,2025-12-10,2025-12,12,0,0
9309,akamera,7,2025-12-10,2025-12,0,7,0
9310,abarkod,6,2025-12-10,2025-12,0,6,0
9311,ntanriverdi,2,2025-12-10,2025-12,2,0,0
9312,nkorkmaz,1,2025-12-10,2025-12,1,0,0
9313,fbasak,1,2025-12-10,2025-12,1,0,0
9314,cer,1,2025-12-10,2025-12,1,0,0
9315,aayhan,3,2025-12-10,2025-12,3,0,0
9316,mkofis,6,2025-12-10,2025-12,6,0,0
9317,obali,1,2025-12-10,2025-12,0,0,1
9318,fimetin,16,2025-12-10,2025-12,16,0,0
9319,ggirgin,21,2025-12-10,2025-12,18,3,0
9320,vgemici,1,2025-12-10,2025-12,1,0,0
9321,mertan,27,2025-12-10,2025-12,12,15,0
9322,ekaradavut,6,2025-12-10,2025-12,6,0,0
9323,eanli,2,2025-12-10,2025-12,0,2,0
9324,ebalaban,9,2025-12-10,2025-12,9,0,0
9325,dnoic,3,2025-12-10,2025-12,3,0,0
9326,caki,1,2025-12-10,2025-12,1,0,0
9327,amasun,2,2025-12-10,2025-12,0,2,0
9328,gekim,40,2025-12-10,2025-12,0,40,0
9329,gayilmaz,1,2025-12-10,2025-12,1,0,0
9330,tevirgen,14,2025-12-10,2025-12,3,11,0
9331,ayyilmaz,6,2025-12-10,2025-12,5,1,0
9332,mkorucu,1,2025-12-10,2025-12,0,1,0
9333,aapak,34,2025-12-11,2025-12,0,34,0
9334,fcolak,5,2025-12-11,2025-12,5,0,0
9335,udalyan,83,2025-12-11,2025-12,8,3,72
9336,fgulsever,31,2025-12-11,2025-12,2,29,0
9337,zyuksel,102,2025-12-11,2025-12,102,0,0
9338,ierdil,6,2025-12-11,2025-12,1,5,0
9339,mguray,3,2025-12-11,2025-12,3,0,0
9340,ebekyel,4,2025-12-11,2025-12,2,2,0
9341,mkarsiv,5,2025-12-11,2025-12,5,0,0
9342,dcolor,78,2025-12-11,2025-12,0,78,0
9343,hakdemir,5,2025-12-11,2025-12,1,4,0
9344,msevim,45,2025-12-11,2025-12,25,20,0
9345,sapra,10,2025-12-11,2025-12,6,4,0
9346,gbalvan,37,2025-12-11,2025-12,2,35,0
9347,sutetik,9,2025-12-11,2025-12,0,9,0
9348,hbulut,16,2025-12-11,2025-12,14,2,0
9349,bfirat,5,2025-12-11,2025-12,5,0,0
9350,VBAYANER,14,2025-12-11,2025-12,0,14,0
9351,gakca,1,2025-12-11,2025-12,1,0,0
9352,egonce,20,2025-12-11,2025-12,15,5,0
9353,saskin,25,2025-12-11,2025-12,25,0,0
9354,amasun,9,2025-12-11,2025-12,0,9,0
9355,cisahin,16,2025-12-11,2025-12,4,4,8
9356,gekim,29,2025-12-11,2025-12,0,29,0
9357,ngogce,9,2025-12-11,2025-12,8,0,1
9358,abarkod,30,2025-12-11,2025-12,0,30,0
9359,vgemici,2,2025-12-11,2025-12,1,1,0
9360,ntanriverdi,8,2025-12-11,2025-12,8,0,0
9361,obali,27,2025-12-11,2025-12,14,13,0
9362,MMUTLU,7,2025-12-11,2025-12,1,4,2
9363,fimetin,38,2025-12-11,2025-12,20,18,0
9364,ggirgin,802,2025-12-11,2025-12,26,5,771
9365,akamera,1,2025-12-11,2025-12,0,1,0
9366,tevirgen,3,2025-12-11,2025-12,0,3,0
9367,mertan,2,2025-12-11,2025-12,2,0,0
9368,ebalaban,6,2025-12-11,2025-12,6,0,0
9369,klaboratuar,5,2025-12-11,2025-12,1,4,0
9370,gbakanoglu,2,2025-12-11,2025-12,0,2,0
9371,nibolkis,14,2025-12-11,2025-12,12,2,0
9372,uyigit,36,2025-12-11,2025-12,34,2,0
9373,gayilmaz,4,2025-12-11,2025-12,4,0,0
9374,TIRMAK,3,2025-12-11,2025-12,1,0,2
9375,gsapmaz,5,2025-12-12,2025-12,3,2,0
9376,mkarsiv,1,2025-12-12,2025-12,1,0,0
9377,pstjbmetiner,6,2025-12-12,2025-12,6,0,0
9378,ierdil,8,2025-12-12,2025-12,4,4,0
9379,mguray,5,2025-12-12,2025-12,5,0,0
9380,stjegitim,19,2025-12-12,2025-12,0,0,19
9381,eyuksel,4,2025-12-12,2025-12,0,4,0
9382,hakdemir,5,2025-12-12,2025-12,4,1,0
9383,ekoksal,2,2025-12-12,2025-12,2,0,0
9384,mmollaoglu,125,2025-12-12,2025-12,122,3,0
9385,gbalvan,8,2025-12-12,2025-12,1,7,0
9386,dcolor,81,2025-12-12,2025-12,0,81,0
9387,sutetik,9,2025-12-12,2025-12,0,9,0
9388,hbulut,9,2025-12-12,2025-12,9,0,0
9389,bfirat,7,2025-12-12,2025-12,7,0,0
9390,VBAYANER,16,2025-12-12,2025-12,16,0,0
9391,hakand,5,2025-12-12,2025-12,4,1,0
9392,msevim,10,2025-12-12,2025-12,6,4,0
9393,udalyan,21,2025-12-12,2025-12,0,1,20
9394,fimetin,28,2025-12-12,2025-12,0,28,0
9395,fyakut,1,2025-12-12,2025-12,1,0,0
9396,akamera,7,2025-12-12,2025-12,0,7,0
9397,vgemici,1,2025-12-12,2025-12,1,0,0
9398,ntanriverdi,86,2025-12-12,2025-12,0,86,0
9399,mkarabiyik,4,2025-12-12,2025-12,0,0,4
9400,mkofis,22,2025-12-12,2025-12,22,0,0
9401,MMUTLU,10,2025-12-12,2025-12,4,5,1
9402,ggirgin,158,2025-12-12,2025-12,5,0,153
9403,mertan,4,2025-12-12,2025-12,0,4,0
9404,gmasistan,13,2025-12-12,2025-12,13,0,0
9405,tevirgen,16,2025-12-12,2025-12,4,12,0
9406,ayyilmaz,1,2025-12-12,2025-12,1,0,0
9407,amasun,7,2025-12-12,2025-12,0,7,0
9408,ebalaban,12,2025-12-12,2025-12,12,0,0
9409,dnoic,1,2025-12-12,2025-12,1,0,0
9410,gakca,2,2025-12-12,2025-12,1,1,0
9411,nibolkis,6,2025-12-12,2025-12,6,0,0
9412,ogungor,6,2025-12-12,2025-12,3,3,0
9413,eulsever,6,2025-12-12,2025-12,0,6,0
9414,klaboratuar,10,2025-12-13,2025-12,9,1,0
9415,eyuksel,7,2025-12-13,2025-12,0,7,0
9416,dcolor,81,2025-12-13,2025-12,0,81,0
9417,ebalaban,16,2025-12-13,2025-12,16,0,0
9418,bunver,1,2025-12-14,2025-12,0,0,1
9419,dcolor,5,2025-12-14,2025-12,0,5,0
9420,uunver,2,2025-12-14,2025-12,0,2,0
9421,egonce,35,2025-12-14,2025-12,21,14,0
9422,mkarsiv,1,2025-12-14,2025-12,1,0,0
9423,fcolak,1,2025-12-14,2025-12,0,1,0
9424,ierdil,5,2025-12-14,2025-12,0,5,0
9425,fgulsever,38,2025-12-14,2025-12,0,38,0
9426,aapak,44,2025-12-14,2025-12,6,38,0
9427,ekaragoz,2,2025-12-14,2025-12,1,0,1
9428,dnoic,1,2025-12-14,2025-12,1,0,0
9429,gcevik,12,2025-12-14,2025-12,12,0,0
9430,klaboratuar,2,2025-12-14,2025-12,2,0,0
9431,mkofis,3,2025-12-14,2025-12,3,0,0
9432,ogun,5,2025-12-14,2025-12,5,0,0
9433,fbasak,8,2025-12-14,2025-12,7,1,0
9434,tcapkin,1,2025-12-14,2025-12,1,0,0
9435,abarkod,2,2025-12-14,2025-12,0,2,0
9436,gekim,49,2025-12-14,2025-12,0,49,0
9437,ierdil,108,2025-12-15,2025-12,2,106,0
9438,pstjbmetiner,2,2025-12-15,2025-12,2,0,0
9439,sakgumus,1,2025-12-15,2025-12,0,1,0
9440,hakand,6,2025-12-15,2025-12,4,2,0
9441,gsapmaz,25,2025-12-15,2025-12,21,4,0
9442,fgulsever,37,2025-12-15,2025-12,0,37,0
9443,mguray,3,2025-12-15,2025-12,3,0,0
9444,zyuksel,40,2025-12-15,2025-12,40,0,0
9445,eyuksel,4,2025-12-15,2025-12,0,4,0
9446,dcolor,29,2025-12-15,2025-12,0,29,0
9447,hakdemir,1,2025-12-15,2025-12,1,0,0
9448,msevim,5,2025-12-15,2025-12,3,2,0
9449,gbalvan,27,2025-12-15,2025-12,2,25,0
9450,sutetik,8,2025-12-15,2025-12,0,8,0
9451,hbulut,3,2025-12-15,2025-12,3,0,0
9452,bfirat,31,2025-12-15,2025-12,31,0,0
9453,VBAYANER,22,2025-12-15,2025-12,22,0,0
9454,bunver,1,2025-12-15,2025-12,1,0,0
9455,mecigdem,8,2025-12-15,2025-12,4,4,0
9456,egonce,14,2025-12-15,2025-12,7,7,0
9457,udalyan,2,2025-12-15,2025-12,0,1,1
9458,gakca,7,2025-12-15,2025-12,5,2,0
9459,fbasak,5,2025-12-15,2025-12,4,1,0
9460,aapak,149,2025-12-15,2025-12,0,149,0
9461,akamera,11,2025-12-15,2025-12,0,11,0
9462,abarkod,3,2025-12-15,2025-12,0,3,0
9463,tcapkin,1,2025-12-15,2025-12,0,1,0
9464,ntanriverdi,8,2025-12-15,2025-12,8,0,0
9465,aayhan,71,2025-12-15,2025-12,5,65,1
9466,scolak,3,2025-12-15,2025-12,3,0,0
9467,MMUTLU,19,2025-12-15,2025-12,2,2,15
9468,ggirgin,40,2025-12-15,2025-12,37,3,0
9469,fimetin,15,2025-12-15,2025-12,11,4,0
9470,tevirgen,3,2025-12-15,2025-12,3,0,0
9471,ogungor,2,2025-12-15,2025-12,2,0,0
9472,dnoic,14,2025-12-15,2025-12,14,0,0
9473,ebalaban,6,2025-12-15,2025-12,6,0,0
9474,ekaragoz,1,2025-12-15,2025-12,1,0,0
9475,gbakanoglu,3,2025-12-15,2025-12,0,3,0
9476,gekim,86,2025-12-15,2025-12,0,86,0
9477,otufan,6,2025-12-15,2025-12,6,0,0
9478,bsakrak,69,2025-12-15,2025-12,69,0,0
9479,ekaradavut,42,2025-12-15,2025-12,42,0,0
9480,pstjbmetiner,3,2025-12-16,2025-12,3,0,0
9481,ebadem,2,2025-12-16,2025-12,2,0,0
9482,mguray,5,2025-12-16,2025-12,5,0,0
9483,ierdil,5,2025-12-16,2025-12,0,5,0
9484,zyuksel,20,2025-12-16,2025-12,20,0,0
9485,gbalvan,13,2025-12-16,2025-12,0,13,0
9486,baozturk,1,2025-12-16,2025-12,1,0,0
9487,fgulsever,78,2025-12-16,2025-12,0,78,0
9488,esaribuyuk,1,2025-12-16,2025-12,0,1,0
9489,rkontrol,1,2025-12-16,2025-12,1,0,0
9490,gsapmaz,2,2025-12-16,2025-12,2,0,0
9491,mkarsiv,1,2025-12-16,2025-12,1,0,0
9492,VBAYANER,24,2025-12-16,2025-12,3,21,0
9493,hakdemir,8,2025-12-16,2025-12,8,0,0
9494,msevim,6,2025-12-16,2025-12,6,0,0
9495,mmollaoglu,1,2025-12-16,2025-12,1,0,0
9496,eozkan,1,2025-12-16,2025-12,1,0,0
9497,dcolor,88,2025-12-16,2025-12,0,88,0
9498,sutetik,15,2025-12-16,2025-12,0,15,0
9499,ersener,19,2025-12-16,2025-12,19,0,0
9500,hbulut,3,2025-12-16,2025-12,3,0,0
9501,bfirat,36,2025-12-16,2025-12,36,0,0
9502,hakand,5,2025-12-16,2025-12,4,1,0
9503,herbilgin,6,2025-12-16,2025-12,6,0,0
9504,aapak,52,2025-12-16,2025-12,0,52,0
9505,mecigdem,4,2025-12-16,2025-12,3,1,0
9506,fyakut,53,2025-12-16,2025-12,4,49,0
9507,akamera,5,2025-12-16,2025-12,0,5,0
9508,abarkod,4,2025-12-16,2025-12,0,4,0
9509,gakca,2,2025-12-16,2025-12,2,0,0
9510,ntanriverdi,1,2025-12-16,2025-12,0,1,0
9511,fbasak,3,2025-12-16,2025-12,3,0,0
9512,aayhan,46,2025-12-16,2025-12,30,15,1
9513,mkofis,13,2025-12-16,2025-12,7,6,0
9514,MMUTLU,5,2025-12-16,2025-12,3,1,1
9515,fimetin,17,2025-12-16,2025-12,0,17,0
9516,ggirgin,4,2025-12-16,2025-12,3,1,0
9517,ekaradavut,7,2025-12-16,2025-12,7,0,0
9518,mertan,4,2025-12-16,2025-12,0,4,0
9519,vgemici,2,2025-12-16,2025-12,1,1,0
9520,tevirgen,28,2025-12-16,2025-12,6,22,0
9521,ayyilmaz,1,2025-12-16,2025-12,1,0,0
9522,ekaragoz,5,2025-12-16,2025-12,0,0,5
9523,bbusta,2,2025-12-16,2025-12,2,0,0
9524,fozay,19,2025-12-16,2025-12,19,0,0
9525,amasun,109,2025-12-16,2025-12,1,108,0
9526,gekim,68,2025-12-16,2025-12,0,68,0
9527,dnoic,98,2025-12-16,2025-12,97,0,1
9528,kcakir,12,2025-12-16,2025-12,12,0,0
9529,TIRMAK,1,2025-12-16,2025-12,1,0,0
9530,ogungor,1,2025-12-16,2025-12,1,0,0
9531,ebalaban,20,2025-12-16,2025-12,20,0,0
9532,mecigdem,22,2025-12-17,2025-12,20,2,0
9533,egonce,92,2025-12-17,2025-12,80,12,0
9534,hakand,3,2025-12-17,2025-12,2,1,0
9535,fgulsever,32,2025-12-17,2025-12,0,32,0
9536,gsapmaz,2,2025-12-17,2025-12,2,0,0
9537,zyuksel,2,2025-12-17,2025-12,2,0,0
9538,pstjbmetiner,7,2025-12-17,2025-12,7,0,0
9539,ierdil,11,2025-12-17,2025-12,5,6,0
9540,mguray,2,2025-12-17,2025-12,2,0,0
9541,fcolak,21,2025-12-17,2025-12,8,13,0
9542,herbilgin,18,2025-12-17,2025-12,18,0,0
9543,dcolor,68,2025-12-17,2025-12,0,68,0
9544,uunver,2,2025-12-17,2025-12,2,0,0
9545,msevim,19,2025-12-17,2025-12,17,2,0
9546,rshazirlama,4,2025-12-17,2025-12,4,0,0
9547,gbalvan,17,2025-12-17,2025-12,5,12,0
9548,sutetik,5,2025-12-17,2025-12,0,5,0
9549,ersener,2,2025-12-17,2025-12,2,0,0
9550,hbulut,11,2025-12-17,2025-12,11,0,0
9551,bfirat,37,2025-12-17,2025-12,36,1,0
9552,udalyan,10,2025-12-17,2025-12,4,0,6
9553,bunver,8,2025-12-17,2025-12,8,0,0
9554,hakdemir,8,2025-12-17,2025-12,1,7,0
9555,aapak,70,2025-12-17,2025-12,0,70,0
9556,akamera,3,2025-12-17,2025-12,0,3,0
9557,gakca,4,2025-12-17,2025-12,3,1,0
9558,abarkod,15,2025-12-17,2025-12,0,15,0
9559,ntanriverdi,86,2025-12-17,2025-12,84,2,0
9560,fbasak,5,2025-12-17,2025-12,4,1,0
9561,aayhan,49,2025-12-17,2025-12,12,28,9
9562,mkarabiyik,2,2025-12-17,2025-12,0,2,0
9563,kdeda,3,2025-12-17,2025-12,3,0,0
9564,obali,3,2025-12-17,2025-12,1,0,2
9565,fimetin,15,2025-12-17,2025-12,11,4,0
9566,ggirgin,20,2025-12-17,2025-12,6,14,0
9567,ekaradavut,43,2025-12-17,2025-12,43,0,0
9568,mertan,6,2025-12-17,2025-12,0,6,0
9569,mkofis,2,2025-12-17,2025-12,2,0,0
9570,gayilmaz,13,2025-12-17,2025-12,9,4,0
9571,mkorucu,3,2025-12-17,2025-12,3,0,0
9572,dnoic,1,2025-12-17,2025-12,0,0,1
9573,caozturk,3,2025-12-17,2025-12,1,2,0
9574,ebalaban,12,2025-12-17,2025-12,12,0,0
9575,amasun,55,2025-12-17,2025-12,3,52,0
9576,fozay,57,2025-12-17,2025-12,38,19,0
9577,SUYILMAZ,2,2025-12-17,2025-12,2,0,0
9578,gekim,51,2025-12-17,2025-12,0,51,0
9579,bsakrak,7,2025-12-17,2025-12,7,0,0
9580,tevirgen,36,2025-12-17,2025-12,1,35,0
9581,stjegitim,4,2025-12-18,2025-12,0,3,1
9582,ytinmaz,2,2025-12-18,2025-12,2,0,0
9583,mguray,1,2025-12-18,2025-12,1,0,0
9584,ierdil,9,2025-12-18,2025-12,2,7,0
9585,pstjbmetiner,3,2025-12-18,2025-12,3,0,0
9586,hakand,6,2025-12-18,2025-12,4,2,0
9587,gsapmaz,9,2025-12-18,2025-12,9,0,0
9588,baozturk,1,2025-12-18,2025-12,1,0,0
9589,fgulsever,102,2025-12-18,2025-12,0,102,0
9590,fcolak,9,2025-12-18,2025-12,7,2,0
9591,zyuksel,8,2025-12-18,2025-12,8,0,0
9592,mkarsiv,2,2025-12-18,2025-12,2,0,0
9593,mecigdem,2,2025-12-18,2025-12,0,2,0
9594,herbilgin,2,2025-12-18,2025-12,2,0,0
9595,hakdemir,44,2025-12-18,2025-12,41,3,0
9596,uunver,124,2025-12-18,2025-12,77,47,0
9597,msevim,57,2025-12-18,2025-12,32,25,0
9598,eozkan,2,2025-12-18,2025-12,2,0,0
9599,bunver,7,2025-12-18,2025-12,3,2,2
9600,gbalvan,41,2025-12-18,2025-12,9,32,0
9601,dcolor,76,2025-12-18,2025-12,0,76,0
9602,sutetik,6,2025-12-18,2025-12,0,6,0
9603,bfirat,40,2025-12-18,2025-12,39,1,0
9604,satinalmastajyer,171,2025-12-18,2025-12,0,171,0
9605,egonce,12,2025-12-18,2025-12,10,2,0
9606,udalyan,3,2025-12-18,2025-12,0,0,3
9607,fbasak,3,2025-12-18,2025-12,3,0,0
9608,nakilli,4,2025-12-18,2025-12,4,0,0
9609,aapak,27,2025-12-18,2025-12,0,27,0
9610,akamera,4,2025-12-18,2025-12,0,4,0
9611,abarkod,8,2025-12-18,2025-12,0,8,0
9612,edemirbas,23,2025-12-18,2025-12,22,1,0
9613,vgemici,4,2025-12-18,2025-12,3,1,0
9614,cer,24,2025-12-18,2025-12,23,1,0
9615,mkofis,9,2025-12-18,2025-12,9,0,0
9616,obali,3,2025-12-18,2025-12,1,0,2
9617,fimetin,3,2025-12-18,2025-12,2,1,0
9618,ggirgin,41,2025-12-18,2025-12,18,1,22
9619,mertan,29,2025-12-18,2025-12,22,7,0
9620,tevirgen,118,2025-12-18,2025-12,112,6,0
9621,tcapkin,4,2025-12-18,2025-12,0,4,0
9622,nibolkis,10,2025-12-18,2025-12,10,0,0
9623,gayilmaz,7,2025-12-18,2025-12,7,0,0
9624,adogan,14,2025-12-18,2025-12,9,5,0
9625,gekim,55,2025-12-18,2025-12,0,55,0
9626,gbakanoglu,9,2025-12-18,2025-12,9,0,0
9627,amasun,63,2025-12-18,2025-12,0,63,0
9628,fozay,34,2025-12-18,2025-12,29,5,0
9629,ebalaban,2,2025-12-18,2025-12,2,0,0
9630,dnoic,5,2025-12-18,2025-12,1,4,0
9631,mkorucu,3,2025-12-18,2025-12,3,0,0
9632,oicoz,3,2025-12-18,2025-12,0,3,0
9633,klaboratuar,5,2025-12-18,2025-12,5,0,0
9634,msevim,31,2025-12-19,2025-12,18,13,0
9635,stjegitim,43,2025-12-19,2025-12,36,0,7
9636,mkarsiv,3,2025-12-19,2025-12,2,1,0
9637,hakdemir,23,2025-12-19,2025-12,23,0,0
9638,ytinmaz,3,2025-12-19,2025-12,3,0,0
9639,hbinay,3,2025-12-19,2025-12,3,0,0
9640,bfirat,30,2025-12-19,2025-12,30,0,0
9641,gbalvan,17,2025-12-19,2025-12,4,13,0
9642,dcolor,66,2025-12-19,2025-12,0,66,0
9643,sutetik,16,2025-12-19,2025-12,1,15,0
9644,hbulut,1,2025-12-19,2025-12,1,0,0
9645,VBAYANER,17,2025-12-19,2025-12,17,0,0
9646,mguray,4,2025-12-19,2025-12,4,0,0
9647,eozkan,2,2025-12-19,2025-12,2,0,0
9648,ierdil,6,2025-12-19,2025-12,1,5,0
9649,gayilmaz,4,2025-12-19,2025-12,3,1,0
9650,mecigdem,2,2025-12-19,2025-12,0,2,0
9651,akamera,7,2025-12-19,2025-12,0,7,0
9652,gsapmaz,22,2025-12-19,2025-12,20,2,0
9653,ntanriverdi,12,2025-12-19,2025-12,6,6,0
9654,obali,14,2025-12-19,2025-12,11,3,0
9655,fimetin,6,2025-12-19,2025-12,0,6,0
9656,ggirgin,63,2025-12-19,2025-12,62,1,0
9657,mertan,2,2025-12-19,2025-12,2,0,0
9658,vgemici,8,2025-12-19,2025-12,5,3,0
9659,ebalaban,39,2025-12-19,2025-12,39,0,0
9660,amasun,22,2025-12-19,2025-12,0,22,0
9661,fozay,67,2025-12-19,2025-12,59,8,0
9662,cisahin,17,2025-12-19,2025-12,17,0,0
9663,udalyan,4,2025-12-19,2025-12,0,0,4
9664,tevirgen,18,2025-12-19,2025-12,0,9,9
9665,hakdemir,4,2025-12-20,2025-12,4,0,0
9666,ebalaban,29,2025-12-20,2025-12,29,0,0
9667,mecigdem,4,2025-12-20,2025-12,0,4,0
9668,eyuksel,1,2025-12-20,2025-12,1,0,0
9669,uunver,65,2025-12-20,2025-12,57,8,0
9670,dcolor,39,2025-12-20,2025-12,0,39,0
9671,kbtlideri,4,2025-12-21,2025-12,4,0,0
9672,fcolak,10,2025-12-21,2025-12,6,4,0
9673,ierdil,8,2025-12-21,2025-12,3,5,0
9674,egonce,98,2025-12-21,2025-12,91,7,0
9675,uunver,57,2025-12-21,2025-12,41,16,0
9676,mkarsiv,1,2025-12-21,2025-12,1,0,0
9677,fgulsever,33,2025-12-21,2025-12,0,33,0
9678,dcolor,12,2025-12-21,2025-12,0,12,0
9679,aapak,60,2025-12-21,2025-12,0,60,0
9680,sfirinci,13,2025-12-21,2025-12,12,1,0
9681,iunlu,7,2025-12-21,2025-12,7,0,0
9682,gekim,102,2025-12-21,2025-12,0,102,0
9683,oseker,2,2025-12-21,2025-12,2,0,0
9684,abarkod,6,2025-12-21,2025-12,0,6,0
9685,BSOGUT,35,2025-12-21,2025-12,17,16,2
9686,ytinmaz,2,2025-12-22,2025-12,2,0,0
9687,pstjbmetiner,4,2025-12-22,2025-12,4,0,0
9688,zyuksel,22,2025-12-22,2025-12,21,1,0
9689,hakand,6,2025-12-22,2025-12,6,0,0
9690,fgulsever,27,2025-12-22,2025-12,0,27,0
9691,sekisa,2,2025-12-22,2025-12,2,0,0
9692,mecigdem,43,2025-12-22,2025-12,40,3,0
9693,aapak,46,2025-12-22,2025-12,0,46,0
9694,gsapmaz,3,2025-12-22,2025-12,3,0,0
9695,egonce,20,2025-12-22,2025-12,14,6,0
9696,msevim,43,2025-12-22,2025-12,29,14,0
9697,uunver,5,2025-12-22,2025-12,5,0,0
9698,mceylan,5,2025-12-22,2025-12,5,0,0
9699,eozkan,2,2025-12-22,2025-12,0,2,0
9700,gbalvan,19,2025-12-22,2025-12,4,15,0
9701,dcolor,52,2025-12-22,2025-12,0,52,0
9702,sutetik,22,2025-12-22,2025-12,0,22,0
9703,ersener,2,2025-12-22,2025-12,2,0,0
9704,hbulut,3,2025-12-22,2025-12,3,0,0
9705,bfirat,7,2025-12-22,2025-12,7,0,0
